Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID
UP001369958	Pelagibacterium nitratireducens	1046114	3669	C:97.0%[S:96.4%,D:0.6%],F:0.2%,M:2.8%,n:639	Unknown	GCA_037044555.1
UP001370100	Actinomycetospora aeridis	3129231	6119	C:94.2%[S:94.2%,D:0.0%],F:0.7%,M:5.1%,n:292	Unknown	GCA_037400275.1
UP001370299	Curtobacterium citreum	2036	3549	C:99.6%[S:98.9%,D:0.7%],F:0.2%,M:0.2%,n:537	Unknown	GCA_037911255.1
UP001370348	Pendulispora albinea	2741071	9445	C:91.9%[S:89.5%,D:2.4%],F:4.8%,M:3.2%,n:124	Unknown	GCA_037157815.1
UP001370590	Nicoliella lavandulae	3082954	1621	C:98.5%[S:98.5%,D:0.0%],F:0.0%,M:1.5%,n:402	Unknown	GCA_037546185.1
UP001371218	Ideonella lacteola	2984193	5914	C:99.7%[S:98.5%,D:1.2%],F:0.1%,M:0.1%,n:688	Unknown	GCA_038066555.1
UP001371224	Microbacterium bandirmense	3122050	3366	C:99.8%[S:99.6%,D:0.2%],F:0.0%,M:0.2%,n:537	Standard	GCA_037204185.1
UP001371299	Corynebacterium yonathiae	2913504	2164	C:99.2%[S:99.1%,D:0.1%],F:0.0%,M:0.8%,n:743	Unknown	GCA_037908465.1
UP001371305	Luteolibacter soli	3135280	5650	C:98.7%[S:97.9%,D:0.8%],F:0.0%,M:1.3%,n:471	Unknown	GCA_038066715.1
UP001371391	Pseudoalteromonas issachenkonii	152297	4103	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:820	Unknown	GCA_038155115.1
UP001371615	Rhus yellows phytoplasma	1225349	538	C:96.0%[S:96.0%,D:0.0%],F:0.0%,M:4.0%,n:151	Unknown	GCA_036985165.1
UP001372244	Corynebacterium marquesiae	2913503	2151	C:99.1%[S:98.8%,D:0.3%],F:0.1%,M:0.8%,n:743	Unknown	GCA_037465375.1
UP001372526	Bacillus bruguierae	3127667	4845	C:99.1%[S:98.4%,D:0.7%],F:0.0%,M:0.9%,n:450	Unknown	GCA_037104725.1
UP001372714	Pseudomonas benzopyrenica	2993566	4647	C:98.5%[S:98.5%,D:0.0%],F:0.1%,M:1.4%,n:782	Unknown	GCA_036884265.1
UP001373159	Bifidobacterium favimelis	3122979	1503	C:91.8%[S:91.8%,D:0.0%],F:0.3%,M:7.9%,n:292	Close to standard (low value)	GCA_037963105.1
UP001373496	Klenkia terrae	1052259	4635	C:98.6%[S:98.3%,D:0.3%],F:0.3%,M:1.0%,n:292	Unknown	GCA_037083865.1
UP001373909	Janthinobacterium aestuarii	2985511	5521	C:99.6%[S:99.0%,D:0.6%],F:0.0%,M:0.4%,n:688	Close to standard (high value)	GCA_036885605.1
UP001374803	Pendulispora rubella	2741070	10457	C:91.9%[S:89.5%,D:2.4%],F:4.0%,M:4.0%,n:124	Unknown	GCA_037157805.1
UP001374893	Haloferula helveola	490095	4297	C:98.3%[S:98.3%,D:0.0%],F:0.4%,M:1.3%,n:471	Unknown	GCA_037076345.1
UP001375370	Candidatus Dehalogenimonas loeffleri	3127115	1762	C:99.6%[S:99.3%,D:0.4%],F:0.0%,M:0.4%,n:271	Unknown	GCA_037094495.1
UP001375382	Rheinheimera muenzenbergensis	1193628	4024	C:95.6%[S:95.1%,D:0.5%],F:0.2%,M:4.3%,n:652	Unknown	GCA_036984005.1
UP001375743	Benzoatithermus flavus	3108223	4778	C:98.8%[S:98.4%,D:0.5%],F:0.0%,M:1.2%,n:432	Unknown	GCA_037908215.1
UP001375812	Ochrobactrum vermis	1827297	4941	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:639	Unknown	GCA_037479355.1
UP001376459	Streptomyces machairae	3134109	5580	C:57.4%[S:57.3%,D:0.1%],F:0.4%,M:42.1%,n:1579	Unknown	GCA_037860595.1
UP001377160	Vibrio echinoideorum	2100116	4839	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:1445	Unknown	GCA_038155175.1
UP001377337	Metabacillus sediminis	3117746	4077	C:99.8%[S:99.6%,D:0.2%],F:0.0%,M:0.2%,n:450	Unknown	GCA_037201815.1
UP001377573	Microbacterium paraoxydans	199592	3007	C:99.1%[S:98.9%,D:0.2%],F:0.0%,M:0.9%,n:537	Unknown	GCA_037039405.1
UP001377692	Pseudomonas kermanshahensis	2745482	5401	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:782	Unknown	GCA_037483225.1
UP001377804	Holzapfeliella saturejae	3082953	1403	C:98.5%[S:98.3%,D:0.2%],F:0.0%,M:1.5%,n:402	Unknown	GCA_037546065.1
UP001377972	Pseudoalteromonas lipolytica	570156	4247	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:820	Unknown	GCA_037619325.1
UP001378188	Microbaculum marinum	1764581	5230	C:98.6%[S:98.3%,D:0.3%],F:0.3%,M:1.1%,n:639	Unknown	GCA_037855135.1
UP001378242	Cobetia marina (Deleya marina)	28258	3592	C:99.4%[S:99.0%,D:0.3%],F:0.2%,M:0.5%,n:619	Unknown	GCA_038154925.1
UP001378546	Streptococcus parapneumoniae	2993430	2162	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:402	Unknown	GCA_037076355.1
UP001378956	Pedobacter panaciterrae	363849	5209	C:99.1%[S:98.3%,D:0.7%],F:0.3%,M:0.7%,n:1068	Unknown	GCA_037402415.1
UP001379235	Novosphingobium aquae	3133435	3934	C:99.0%[S:98.6%,D:0.4%],F:0.3%,M:0.7%,n:1018	Unknown	GCA_037572715.1
UP001379444	Pectobacterium cacticida	69221	3534	C:99.3%[S:99.1%,D:0.2%],F:0.0%,M:0.7%,n:440	Unknown	GCA_036885025.1
UP001379533	Pendulispora brunnea	2905690	10466	C:93.5%[S:91.9%,D:1.6%],F:4.0%,M:2.4%,n:124	Unknown	GCA_037157775.1
UP001379945	Ideonella margarita	2984191	3892	C:99.6%[S:99.6%,D:0.0%],F:0.1%,M:0.3%,n:688	Unknown	GCA_038066635.1
UP001379949	Marinomonas arenicola	569601	3683	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:619	Unknown	GCA_038155015.1
UP001380186	Chryseobacterium gambrini	373672	4071	C:99.9%[S:99.7%,D:0.1%],F:0.1%,M:0.0%,n:733	Unknown	GCA_037076545.1
UP001380290	Pseudomonas farsensis	2745492	4500	C:99.7%[S:99.5%,D:0.3%],F:0.0%,M:0.3%,n:782	Unknown	GCA_037483245.1
UP001380365	Sphingomonas molluscorum	418184	3605	C:99.0%[S:97.2%,D:1.8%],F:0.1%,M:0.9%,n:1018	Unknown	GCA_037479455.1
UP001380601	Staphylococcus debuckii	2044912	2379	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:450	Unknown	GCA_038150165.1
UP001380822	Pannonibacter anstelovis	3121537	4134	C:99.8%[S:99.7%,D:0.2%],F:0.2%,M:0.0%,n:639	Unknown	GCA_036881675.1
UP001381003	Janibacter terrae	103817	3266	C:99.4%[S:99.3%,D:0.2%],F:0.0%,M:0.6%,n:537	Unknown	GCA_036864985.1
UP001381174	Fulvimonas yonginensis	1495200	3218	C:98.4%[S:98.3%,D:0.1%],F:0.1%,M:1.6%,n:1152	Unknown	GCA_037137055.1
UP001382181	Streptomyces silvae	2803812	6786	C:99.2%[S:98.7%,D:0.5%],F:0.0%,M:0.8%,n:1579	Unknown	GCA_036898485.1
UP001382455	Pseudoalteromonas spongiae	298657	4148	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:820	Unknown	GCA_037095895.1
UP001382727	Janibacter alittae	3115209	3165	C:99.8%[S:98.9%,D:0.9%],F:0.0%,M:0.2%,n:537	Unknown	GCA_037198315.1
UP001382904	Streptomyces caledonius	3134107	6247	C:58.4%[S:58.1%,D:0.3%],F:0.8%,M:40.8%,n:1579	Unknown	GCA_037892385.1
UP001382935	Sphingomonas kaistensis	298708	2689	C:93.0%[S:92.6%,D:0.4%],F:0.3%,M:6.7%,n:1018	Unknown	GCA_036884275.1
UP001382955	Candidatus Phytoplasma fabacearum	2982628	545	C:84.1%[S:84.1%,D:0.0%],F:3.3%,M:12.6%,n:151	Unknown	GCA_037963625.1
UP001384579	Microcoleus anatoxicus PTRS2	2705321	6536	C:93.2%[S:92.6%,D:0.6%],F:2.6%,M:4.2%,n:1493	Unknown	GCA_037911375.1
UP001385389	Pseudodesulfovibrio methanolicus	3126690	3783	C:99.5%[S:98.2%,D:1.3%],F:0.0%,M:0.5%,n:777	Unknown	GCA_037094465.1
UP001385499	Roseibium algae	3123038	4538	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:639	Unknown	GCA_037783265.1
UP001385809	Actinomycetospora aurantiaca	3129233	5877	C:97.6%[S:97.6%,D:0.0%],F:0.0%,M:2.4%,n:292	Unknown	GCA_037401875.1
UP001385848	Lactobacillus jensenii	109790	1767	C:98.5%[S:98.0%,D:0.5%],F:0.2%,M:1.2%,n:402	Unknown	GCA_038149725.1
UP001385892	Variovorax rhizosphaerae	1836200	7905	C:99.9%[S:99.1%,D:0.7%],F:0.0%,M:0.1%,n:688	Unknown	GCA_037889975.1
UP001386437	Paraburkholderia bengalensis	2747562	7922	C:96.4%[S:95.8%,D:0.6%],F:0.4%,M:3.2%,n:688	Unknown	GCA_037126505.1
UP001386972	Pseudomonas shirazensis	2745494	4848	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:782	Unknown	GCA_037996045.1
UP001387100	Pseudokineococcus basanitobsidens	1926649	3390	C:97.6%[S:97.3%,D:0.3%],F:0.3%,M:2.1%,n:292	Unknown	GCA_037482545.1
UP001387110	Exiguobacterium indicum	296995	3281	C:98.4%[S:98.4%,D:0.0%],F:0.4%,M:1.1%,n:450	Unknown	GCA_037095935.1
UP001387215	Lysobacter firmicutimachus	1792846	4454	C:98.5%[S:98.4%,D:0.2%],F:0.1%,M:1.4%,n:1152	Unknown	GCA_037027445.1
UP001387293	Mesorhizobium salmacidum	3015171	6149	C:99.8%[S:99.5%,D:0.3%],F:0.0%,M:0.2%,n:639	Unknown	GCA_037179605.1
UP001387364	Bacillus kandeliae	3129297	3577	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:450	Unknown	GCA_037201805.1
UP001387447	Limnospira fusiformis PMC 851.14	2219512	5322	C:97.3%[S:96.9%,D:0.4%],F:0.4%,M:2.3%,n:1493	Unknown	GCA_038086985.1
UP001388366	Pseudoalteromonas neustonica	1840331	4169	C:99.8%[S:99.5%,D:0.2%],F:0.1%,M:0.1%,n:820	Unknown	GCA_038900175.1
UP001388406	Arthrobacter nanjingensis	1387716	3205	C:99.6%[S:99.3%,D:0.4%],F:0.2%,M:0.2%,n:537	Unknown	GCA_038405295.1
UP001389717	Rossellomorea oryzaecorticis	1396505	4130	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:450	Unknown	GCA_038405515.1
UP001390669	Paraburkholderia guartelaensis	2546446	7337	C:99.4%[S:98.7%,D:0.7%],F:0.0%,M:0.6%,n:688	Unknown	GCA_038900575.1
UP001393056	Flavobacterium helocola	3139139	2626	C:99.9%[S:99.9%,D:0.0%],F:0.1%,M:0.0%,n:733	Unknown	GCA_038289885.1
UP001398420	Kurthia gibsonii	33946	2832	C:99.6%[S:99.6%,D:0.0%],F:0.2%,M:0.2%,n:450	Unknown	GCA_038448425.1
UP001398556	Flavobacterium flavipallidum	3139140	3199	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:733	Unknown	GCA_038289905.1
UP001399917	Celeribacter arenosi	792649	2992	C:98.8%[S:98.7%,D:0.1%],F:0.5%,M:0.7%,n:833	Unknown	GCA_039539485.1
UP001400166	Stenotrophomonas hibiscicola	86189	4020	C:99.5%[S:99.4%,D:0.1%],F:0.0%,M:0.5%,n:1152	Unknown	GCA_039674805.1
UP001400965	Paraclostridium tenue	1737	2875	C:99.6%[S:99.2%,D:0.4%],F:0.4%,M:0.0%,n:247	Unknown	GCA_039521565.1
UP001401887	Deinococcus carri	1211323	3787	C:88.7%[S:88.7%,D:0.0%],F:6.5%,M:4.8%,n:124	Unknown	GCA_039545055.1
UP001403094	Streptomyces cheonanensis	312720	5274	C:93.5%[S:93.3%,D:0.2%],F:0.3%,M:6.2%,n:1579	Unknown	GCA_039529885.1
UP001403385	Rapidithrix thailandica	413964	5744	C:99.0%[S:98.3%,D:0.7%],F:0.1%,M:0.9%,n:768	Unknown	GCA_039710355.1
UP001404104	Sphingomonas qilianensis	1736690	3195	C:98.8%[S:98.8%,D:0.0%],F:0.2%,M:1.0%,n:1018	Unknown	GCA_039614825.1
UP001404845	Methylorubrum rhodesianum	29427	5854	C:99.8%[S:98.7%,D:1.1%],F:0.0%,M:0.2%,n:639	Unknown	GCA_039645105.1
UP001404956	Deinococcus aluminii	1656885	3581	C:90.3%[S:90.3%,D:0.0%],F:5.6%,M:4.0%,n:124	Unknown	GCA_039545155.1
UP001405405	Chromobacterium indicum	3110228	4728	C:99.6%[S:99.3%,D:0.4%],F:0.0%,M:0.4%,n:804	Unknown	GCA_039708975.1
UP001407347	Methylobacterium ajmalii	2738439	7003	C:99.4%[S:98.9%,D:0.5%],F:0.0%,M:0.6%,n:639	Unknown	GCA_039645095.1
UP001407405	Anoxynatronum sibiricum	210623	3496	C:98.9%[S:98.9%,D:0.0%],F:0.4%,M:0.8%,n:264	Unknown	GCA_039414295.1
UP001408594	Microbulbifer aestuariivivens	1908308	2772	C:99.3%[S:99.3%,D:0.0%],F:0.1%,M:0.5%,n:913	Unknown	GCA_039545115.1
UP001409291	Sphingobacterium kitahiroshimense	470446	5186	C:99.7%[S:99.0%,D:0.7%],F:0.0%,M:0.3%,n:1068	Unknown	GCA_039674505.1
UP001410394	Uliginosibacterium sediminicola	2024550	3942	C:99.1%[S:98.2%,D:0.9%],F:0.2%,M:0.7%,n:569	Unknown	GCA_039631295.1
UP001410648	Alkalibacterium indicireducens	398758	2305	C:97.5%[S:96.8%,D:0.7%],F:0.2%,M:2.2%,n:402	Unknown	GCA_039522005.1
UP001410795	Microbacterium marinilacus	415209	3683	C:100.0%[S:99.4%,D:0.6%],F:0.0%,M:0.0%,n:537	Unknown	GCA_039536565.1
UP001411173	Phytobacter palmae	1855371	4949	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:440	Unknown	GCA_039409775.1
UP001413721	Tistrella arctica	3133430	5254	C:98.6%[S:98.4%,D:0.2%],F:0.2%,M:1.2%,n:432	Unknown	GCA_039631025.1
UP001414441	Psychrobacter proteolyticus	147825	2551	C:96.7%[S:96.7%,D:0.0%],F:1.4%,M:1.9%,n:366	Unknown	GCA_039762275.1
UP001415169	Gryllotalpicola daejeonensis	993087	3250	C:99.4%[S:99.1%,D:0.4%],F:0.2%,M:0.4%,n:537	Unknown	GCA_039538145.1
UP001416393	Mariniflexile soesokkakense	1343160	3100	C:99.9%[S:99.7%,D:0.1%],F:0.1%,M:0.0%,n:733	Unknown	GCA_039650365.1
UP001416858	Novipirellula caenicola	1536901	6733	C:99.6%[S:99.3%,D:0.4%],F:0.2%,M:0.2%,n:571	Unknown	GCA_039545035.1
UP001418444	Gordonia caeni	1007097	3673	C:98.8%[S:98.4%,D:0.4%],F:0.5%,M:0.7%,n:743	Unknown	GCA_039537105.1
UP001418637	Hohaiivirga grylli	3133970	2382	C:99.1%[S:99.1%,D:0.0%],F:0.0%,M:0.9%,n:639	Unknown	GCA_039655745.1
UP001418796	Alkalicoccobacillus gibsonii	79881	4009	C:99.6%[S:99.1%,D:0.4%],F:0.2%,M:0.2%,n:450	Unknown	GCA_039410015.1
UP001419084	Lacrimispora amygdalina	253257	5037	C:99.6%[S:99.2%,D:0.4%],F:0.0%,M:0.4%,n:247	Unknown	GCA_039545435.1
UP001419910	Sphingomonas oligophenolica	301154	5689	C:98.8%[S:97.2%,D:1.7%],F:0.4%,M:0.8%,n:1018	Unknown	GCA_039615115.1
UP001422074	Sinomonas halotolerans	1644133	3097	C:99.8%[S:98.3%,D:1.5%],F:0.0%,M:0.2%,n:537	Unknown	GCA_039615075.1
UP001422759	Kitasatospora kazusensis	407974	6481	C:97.3%[S:96.6%,D:0.8%],F:0.4%,M:2.2%,n:1579	Unknown	GCA_039529945.1
UP001423409	Deinococcus caeni	569127	3325	C:90.3%[S:90.3%,D:0.0%],F:4.8%,M:4.8%,n:124	Unknown	GCA_039544935.1
UP001424441	Paenochrobactrum glaciei	486407	3442	C:99.5%[S:99.4%,D:0.2%],F:0.0%,M:0.5%,n:639	Close to standard (high value)	GCA_039522165.1
UP001424459	Sphingomonas rosea	335605	2613	C:93.7%[S:93.4%,D:0.3%],F:0.4%,M:5.9%,n:1018	Unknown	GCA_039538065.1
UP001424532	Pseudomonas sichuanensis	2213015	5040	C:99.9%[S:99.7%,D:0.1%],F:0.0%,M:0.1%,n:782	Unknown	GCA_039737135.1
UP001424741	Rubritalea halochordaticola	714537	3806	C:98.9%[S:98.7%,D:0.2%],F:0.2%,M:0.8%,n:471	Unknown	GCA_039544995.1
UP001425155	Leifsonia stereocauli	3134136	3315	C:99.4%[S:99.3%,D:0.2%],F:0.0%,M:0.6%,n:537	Unknown	GCA_039548895.1
UP001426770	Demequina sediminis	1930058	2476	C:96.8%[S:96.1%,D:0.7%],F:0.0%,M:3.2%,n:537	Unknown	GCA_039545075.1
UP001427805	Sphingomonas rustica	3103142	4468	C:99.7%[S:99.5%,D:0.2%],F:0.0%,M:0.3%,n:1018	Unknown	GCA_039652585.1
UP001428290	Herpetosiphon gulosus	1973496	5396	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:271	Unknown	GCA_039545135.1
UP001428817	Pseudonocardia eucalypti	648755	8555	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:292	Unknown	GCA_039543365.1
UP001429354	Pseudoxanthomonas gei	1383030	3088	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.3%,n:1152	Unknown	GCA_010119615.1
UP001429357	Enterococcus diestrammenae	1155073	2936	C:99.5%[S:99.3%,D:0.2%],F:0.2%,M:0.2%,n:402	Unknown	GCA_009933255.2
UP001429564	Parasedimentitalea denitrificans	2211118	4195	C:99.5%[S:99.2%,D:0.4%],F:0.0%,M:0.5%,n:833	Unknown	GCA_011813015.1
UP001429580	Pseudochelatococcus lubricantis	1538102	4158	C:98.7%[S:98.6%,D:0.2%],F:0.2%,M:1.1%,n:639	Unknown	GCA_011762225.1
UP001429601	Luteibacter jiangsuensis	637577	3788	C:98.7%[S:98.4%,D:0.3%],F:0.3%,M:1.0%,n:1152	Unknown	GCA_011742555.1
UP001429745	Microbacterium salsuginis	2722803	3912	C:99.8%[S:99.3%,D:0.6%],F:0.0%,M:0.2%,n:537	Unknown	GCA_012524205.1
UP001429984	Lysobacter niastensis	380629	3700	C:99.7%[S:99.5%,D:0.3%],F:0.1%,M:0.2%,n:1152	Close to standard (low value)	GCA_015453285.1
UP001430065	Dyella kyungheensis	1242174	4214	C:99.7%[S:99.0%,D:0.6%],F:0.1%,M:0.3%,n:1152	Unknown	GCA_016905005.1
UP001430149	Dyella flava	1920170	4141	C:98.4%[S:97.7%,D:0.6%],F:0.1%,M:1.6%,n:1152	Unknown	GCA_016904955.1
UP001430172	Phycicoccus sonneratiae	2807628	3865	C:99.3%[S:98.7%,D:0.6%],F:0.0%,M:0.7%,n:537	Unknown	GCA_016887965.1
UP001430193	Dyella mobilis	1849582	4537	C:98.4%[S:97.7%,D:0.6%],F:0.2%,M:1.5%,n:1152	Unknown	GCA_016904945.1
UP001430290	Thermomonas beijingensis	2872701	2531	C:96.8%[S:96.8%,D:0.0%],F:0.2%,M:3.0%,n:1152	Unknown	GCA_020034655.1
UP001430306	Rhodopirellula halodulae	2894198	4744	C:98.8%[S:98.8%,D:0.0%],F:0.2%,M:1.1%,n:571	Unknown	GCA_020966715.1
UP001430360	Luteimonas fraxinea	2901869	3650	C:98.5%[S:98.3%,D:0.3%],F:0.2%,M:1.3%,n:1152	Unknown	GCA_021213635.1
UP001430374	Chryseobacterium indicum	2766954	4208	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:733	Unknown	GCA_021504595.1
UP001430396	Xanthomonas melonis	56456	3991	C:99.9%[S:99.8%,D:0.1%],F:0.0%,M:0.1%,n:1152	Unknown	GCA_020990825.1
UP001430605	Xanthomonas euvesicatoria pv. euvesicatoria	2753541	4540	C:99.2%[S:99.0%,D:0.2%],F:0.1%,M:0.7%,n:1152	Close to standard (high value)	GCA_020879265.1
UP001430614	Paraburkholderia translucens	2886945	5744	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:688	Close to standard (low value)	GCA_020881035.1
UP001430637	Faecalibacterium butyricigenerans	1851427	2439	C:97.7%[S:97.0%,D:0.8%],F:0.0%,M:2.3%,n:264	Unknown	GCA_020687345.1
UP001430647	Xanthomonas indica	2912242	3998	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:1152	Close to standard (low value)	GCA_022669045.1
UP001430679	Flavobacterium piscisymbiosum	2893753	5335	C:99.6%[S:98.9%,D:0.7%],F:0.1%,M:0.3%,n:733	Unknown	GCA_020905295.1
UP001430700	Flavobacterium lipolyticum	2893754	4527	C:99.7%[S:99.3%,D:0.4%],F:0.1%,M:0.1%,n:733	Unknown	GCA_020905335.1
UP001430701	Xylella taiwanensis	1444770	2285	C:83.6%[S:83.3%,D:0.3%],F:0.3%,M:16.1%,n:1152	Unknown	GCA_021206375.1
UP001430755	Adlercreutzia faecimuris	2897341	2249	C:99.1%[S:98.8%,D:0.2%],F:0.0%,M:0.9%,n:422	Unknown	GCA_022669055.1
UP001430796	Marilutibacter chinensis	2912247	3499	C:98.7%[S:94.0%,D:4.7%],F:0.3%,M:1.0%,n:1152	Close to standard (low value)	GCA_021725675.1
UP001430804	Pseudohoeflea coraliihabitans	2860393	3637	C:99.2%[S:99.2%,D:0.0%],F:0.2%,M:0.6%,n:639	Unknown	GCA_019334345.1
UP001430919	Flavobacterium pisciphilum	2893755	4509	C:99.7%[S:99.3%,D:0.4%],F:0.1%,M:0.1%,n:733	Outlier (high value)	GCA_020905345.1
UP001430954	Novilysobacter selenitireducens	2872639	2827	C:99.1%[S:99.1%,D:0.0%],F:0.0%,M:0.9%,n:1152	Outlier (low value)	GCA_020026895.1
UP001430990	Bradyrhizobium barranii	2992140	9456	C:100.0%[S:99.2%,D:0.8%],F:0.0%,M:0.0%,n:639	Unknown	GCA_021052365.1
UP001431010	Bradyrhizobium ontarionense	2898149	7284	C:99.7%[S:98.0%,D:1.7%],F:0.0%,M:0.3%,n:639	Unknown	GCA_021088345.1
UP001431019	Paraburkholderia sejongensis	2886946	6742	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:688	Unknown	GCA_020880815.1
UP001431181	Marinomonas rhodophyticola	2992803	4302	C:80.0%[S:78.2%,D:1.8%],F:3.2%,M:16.8%,n:619	Unknown	GCA_026113935.1
UP001431192	Shewanella phaeophyticola	2978345	3446	C:72.0%[S:71.7%,D:0.2%],F:0.2%,M:27.8%,n:820	Unknown	GCA_025398315.1
UP001431199	Eubacterium album	2978477	2582	C:99.2%[S:98.9%,D:0.4%],F:0.0%,M:0.8%,n:264	Unknown	GCA_025336545.1
UP001431217	Luteimonas galliterrae	2940486	3166	C:98.4%[S:98.3%,D:0.2%],F:0.0%,M:1.6%,n:1152	Unknown	GCA_023374055.1
UP001431221	Roseibium sediminicola	2933272	5746	C:99.5%[S:99.2%,D:0.3%],F:0.0%,M:0.5%,n:639	Unknown	GCA_023156505.1
UP001431235	Stenotrophomonas mori	2871096	2861	C:97.7%[S:97.7%,D:0.1%],F:0.1%,M:2.2%,n:1152	Unknown	GCA_023556335.1
UP001431313	Streptomyces pyxinae	2970734	5844	C:98.5%[S:98.4%,D:0.2%],F:0.1%,M:1.4%,n:1579	Unknown	GCA_024756275.1
UP001431429	Streptomyces albipurpureus	2897419	7741	C:98.8%[S:98.1%,D:0.7%],F:0.1%,M:1.1%,n:1579	Unknown	GCA_023701525.1
UP001431449	Pseudomarimonas salicorniae	2933270	3598	C:96.6%[S:96.4%,D:0.3%],F:0.3%,M:3.1%,n:1152	Unknown	GCA_023156535.1
UP001431634	Commensalibacter oyaizuii	3043873	2139	C:95.6%[S:95.5%,D:0.2%],F:0.0%,M:4.4%,n:617	Unknown	GCA_029953265.1
UP001431693	Kribbibacterium absianum	3044210	1884	C:97.1%[S:97.1%,D:0.0%],F:0.0%,M:2.9%,n:548	Unknown	GCA_030067705.1
UP001431775	Commensalibacter nepenthis	3043872	2291	C:94.8%[S:94.8%,D:0.0%],F:0.2%,M:5.0%,n:617	Unknown	GCA_029953305.1
UP001431784	Roseinatronobacter alkalisoli	3028235	4542	C:98.6%[S:98.1%,D:0.5%],F:0.5%,M:1.0%,n:833	Unknown	GCA_028745735.1
UP001431902	Limnohabitans lacus	3045173	3067	C:98.8%[S:97.8%,D:1.0%],F:0.0%,M:1.2%,n:688	Unknown	GCA_030053395.1
UP001431926	Streptomyces anulatus (Streptomyces chrysomallus)	1892	7618	C:99.7%[S:99.7%,D:0.1%],F:0.0%,M:0.3%,n:1579	Unknown	GCA_036227645.1
UP001431935	Metamycoplasma gateae	35769	576	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:150	Unknown	GCA_036352135.1
UP001431963	Gemmobacter denitrificans	3123040	4077	C:99.5%[S:99.0%,D:0.5%],F:0.1%,M:0.4%,n:833	Close to standard (low value)	GCA_036964905.1
UP001432000	Rhodococcus sovatensis	1805840	5359	C:99.6%[S:99.2%,D:0.4%],F:0.1%,M:0.3%,n:743	Unknown	GCA_037327425.1
UP001432011	Microbispora hainanensis	568844	7752	C:98.9%[S:98.2%,D:0.7%],F:0.1%,M:1.0%,n:1162	Unknown	GCA_036185645.1
UP001432014	Kitasatospora herbaricolor	68217	7733	C:98.3%[S:96.9%,D:1.4%],F:0.0%,M:1.7%,n:1579	Unknown	GCA_036226485.1
UP001432017	Mannheimia indoligenes	3103145	2136	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:1100	Unknown	GCA_036880405.1
UP001432039	Streptomyces virginiae (Streptomyces cinnamonensis)	1961	8230	C:99.7%[S:99.0%,D:0.7%],F:0.1%,M:0.3%,n:1579	Unknown	GCA_036193325.1
UP001432046	Bradyrhizobium septentrionale	1404411	8393	C:98.6%[S:96.7%,D:1.9%],F:0.0%,M:1.4%,n:639	Standard	GCA_037216975.1
UP001432060	Streptomyces melanogenes	67326	7323	C:99.8%[S:99.6%,D:0.3%],F:0.0%,M:0.2%,n:1579	Unknown	GCA_036226805.1
UP001432062	Nocardia vinacea	96468	9262	C:99.6%[S:98.1%,D:1.5%],F:0.0%,M:0.4%,n:743	Unknown	GCA_036227185.1
UP001432071	Streptomyces bobili	67280	7954	C:99.7%[S:99.6%,D:0.1%],F:0.0%,M:0.3%,n:1579	Unknown	GCA_036172715.1
UP001432074	Mycoplasmopsis arginini (Mycoplasma arginini)	2094	613	C:98.7%[S:98.0%,D:0.7%],F:0.0%,M:1.3%,n:150	Unknown	GCA_036352155.1
UP001432075	Streptomyces goshikiensis	1942	7324	C:99.6%[S:98.9%,D:0.8%],F:0.1%,M:0.3%,n:1579	Unknown	GCA_036175285.1
UP001432099	Turicibacter faecis	2963365	2146	C:98.2%[S:97.7%,D:0.5%],F:0.5%,M:1.4%,n:218	Unknown	GCA_037076425.1
