GCF_ID,Ku_IDs,LigD_IDs,Plasmid_IDs,Chromosome_IDs,Plasmid_number,Chromosome_number,Ku_plasmid_IDs,Ku_chromosome_IDs,Ku_absent_status,LigD_plasmid_IDs,LigD_chromosome_IDs,LigD_absent_status,NHEJ_status_verbose,NHEJ_status_ordinal,NCBI_Taxon_ID,Tax_ID2,Bacteria_name,Phylum_name,Phylum_subphylum_name,Genome_size,rRNA_copy_number,GC_content,Conv_non-conv_ligd_status
GCF_001611675.1_ASM161167v1,NA-Ku,NA-LigD,NZ_CP014767.1,NZ_CP014766.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,388950,388950,Pontibacter akesuensis strain AKS 1T plasmid Paks1,Bacteroidetes,Bacteroidetes-Cytophagia,4713421,4,51,No-LigD-domains
GCF_000017025.1_ASM1702v1,NA-Ku,NA-LigD,NA-plasmid,NC_009697.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,441770,1491,Clostridium botulinum A str. ATCC 19397,Firmicutes,Firmicutes-Clostridia,3863450,8,28,No-LigD-domains
GCF_000968415.1_ASM96841v1,WP_046068018.1:10-195,"WP_046071313.1,lig:233-482;WP_046068017.1,pe:7-163|lig:216-514|pol:540-783",NA-plasmid,NZ_CP011117.1,0,1,-,WP_046068018.1,-,-,WP_046068017.1;WP_046071313.1,-,Yes-NHEJ,3,294,294,Pseudomonas fluorescens strain LBUM223,Proteobacteria,Proteobacteria-Gammaproteobacteria,6694199,6,59,Yes-NHEJ-all-same-prot
GCF_000013105.1_ASM1310v1,YP_430341.1:9-182,"YP_430905.1,pol:28-270;YP_430340.1,lig:18-314;YP_430918.1,pol:21-261",NA-plasmid,NC_007644.1,0,1,-,YP_430341.1,-,-,YP_430340.1;YP_430905.1;YP_430918.1,-,Yes-NHEJ,3,264732,1525,Moorella thermoacetica ATCC 39073 chromosome,Firmicutes,Firmicutes-Clostridia,2628784,1,56,Yes-NHEJ-lig-pol-diff-prot
GCF_000013065.1_ASM1306v1,WP_000557724.1:10-193,NA-LigD,NC_011973.1@NC_011971.1,NC_011969.1,2,1,-,WP_000557724.1,-,-,-,NA-Lig,Ku-only,1,361100,1396,Bacillus cereus Q1 plasmid pBc53,Firmicutes,Firmicutes-Bacilli,5214195,13,36,No-LigD-domains
GCF_000319475.1_ASM31947v1,WP_015239724.1:9-175,"WP_015239723.1,lig:10-225|pol:326-562",NA-plasmid,NC_019842.1,0,1,-,WP_015239724.1,-,-,WP_015239723.1,-,Yes-NHEJ,3,1225788,492670,Bacillus methylotrophicus AS43.3,Firmicutes,Firmicutes-Bacilli,3961368,9,47,Yes-NHEJ-lig-pol-same_prot
GCF_001305635.1_ASM130563v1,NA-Ku,NA-LigD,NZ_CP011287.1,NZ_CP011286.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,630,630,Yersinia enterocolitica strain KNG22703 plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,4581645,7,47,No-LigD-domains
GCF_001442745.1_ASM144274v1,WP_057918075.1:10-196,"WP_057919750.1,lig:57-334;WP_057918074.1,pe:5-160|lig:238-536|pol:569-810",NA-plasmid,NZ_CP011129.1,0,1,-,WP_057918075.1,-,-,WP_057918074.1;WP_057919750.1,-,Yes-NHEJ,3,84531,84531,Lysobacter antibioticus strain 76,Proteobacteria,Proteobacteria-Gammaproteobacteria,5916388,2,67,Yes-NHEJ-all-same-prot
GCF_000284195.1_ASM28419v1,NA-Ku,NA-LigD,NA-plasmid,NC_017044.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1105108,35792,Rickettsia parkeri str. Portsmouth,Proteobacteria,Proteobacteria-Alphaproteobacteria,1300386,1,32,No-LigD-domains
GCF_000759475.1_ASM75947v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP009454.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1076550,1076550,Pantoea rwandensis strain ND04,Proteobacteria,Proteobacteria-Gammaproteobacteria,4327607,7,54,No-LigD-domains
GCF_001866535.1_ASM186653v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP017802.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,54291,54291,Raoultella ornithinolytica strain MG,Proteobacteria,Proteobacteria-Gammaproteobacteria,5719363,8,56,No-LigD-domains
GCF_001902395.1_ASM190239v1,NA-Ku,NA-LigD,NZ_CP018460.1@NZ_CP018461.1@NZ_CP018462.1@NZ_CP018459.1,NZ_CP018458.1,4,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,573,573,Klebsiella pneumoniae strain Kp_Goe_39795 plasmid pKp_Goe_795-4,Proteobacteria,Proteobacteria-Gammaproteobacteria,5330835,8,57,No-LigD-domains
GCF_000730345.1_ASM73034v1,NA-Ku,NA-LigD,NZ_CP008806.1@NZ_CP008807.1,NZ_CP008805.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1328859,562,Escherichia coli O157:H7 str. SS17 plasmid pSS17,Proteobacteria,Proteobacteria-Gammaproteobacteria,5523849,7,50,No-LigD-domains
GCF_001022015.1_ASM102201v1,NA-Ku,NA-LigD,NZ_CP011569.1@NZ_CP011570.1@NZ_CP011571.1,NZ_CP011572.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,550,550,Enterobacter cloacae strain CAV1311 plasmid pKPC_CAV1311,Proteobacteria,Proteobacteria-Gammaproteobacteria,4879702,8,55,No-LigD-domains
GCF_000953715.1_DTL3,NA-Ku,NA-LigD,NA-plasmid,NZ_LN824141.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1006576,1006576,Defluviitoga tunisiensis genome assembly DTL3,Thermotogae,Thermotogae-Petrotogales,2053097,3,31,No-LigD-domains
GCF_000217675.1_ASM21767v1,NA-Ku,"WP_029189836.1,lig:111-231",NA-plasmid,NC_015633.1@NC_015637.1,0,2,-,-,NA-Ku,-,WP_029189836.1,-,Lig-only,2,882102,55601,Vibrio anguillarum 775 chromosome II,Proteobacteria,Proteobacteria-Gammaproteobacteria,7115959,8,45,LigD-only-lig-no-pol
GCF_001294425.1_ASM129442v1,WP_010239410.1:9-190,"WP_060722290.1,lig:208-433;WP_060577521.1,lig:4-211;WP_010239891.1,lig:11-261;WP_060573326.1,pol:18-263;WP_060722328.1,lig:12-303;WP_060572576.1,pol:28-256;WP_060576637.1,pol:1-247;WP_060722001.1,lig:31-311",NZ_CP010990.1@NZ_CP010991.1,NZ_CP010989.1,2,1,-,WP_010239410.1,-,WP_060577521.1,WP_060722001.1;WP_060576637.1;WP_060572576.1;WP_060573326.1;WP_010239891.1;WP_060722290.1;WP_060722328.1,-,Yes-NHEJ,3,1096868,1096868,Pseudonocardia sp. EC080625-04 plasmid pFRP1-2,Actinobacteria,Actinobacteria-Pseudonocardiales,6135769,4,74,Yes-NHEJ-lig-pol-diff-prot
GCF_000233735.1_ASM23373v1,NA-Ku,NA-LigD,NA-plasmid,NC_017308.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1087454,1719,Corynebacterium pseudotuberculosis 1/06-A,Actinobacteria,Actinobacteria-Corynebacteriales,2279118,4,52,No-LigD-domains
GCF_000007845.1_ASM784v1,NP_843326.1:10-194,NA-LigD,NA-plasmid,NC_003997.3,0,1,-,NP_843326.1,-,-,-,NA-Lig,Ku-only,1,198094,1392,Bacillus anthracis str. Ames chromosome,Firmicutes,Firmicutes-Bacilli,5227293,11,35,No-LigD-domains
GCF_001644725.1_ASM164472v1,NA-Ku,NA-LigD,NZ_CP015239.1,NZ_CP015240.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain 2011C-3911 plasmid unnamed1,Proteobacteria,Proteobacteria-Gammaproteobacteria,4863599,7,51,No-LigD-domains
GCF_000023405.1_ASM2340v1,YP_003154157.1:9-183,"YP_003154158.1,pe:318-430|lig:538-842|pol:16-265",NA-plasmid,NC_013172.1,0,1,-,YP_003154157.1,-,-,YP_003154158.1,-,Yes-NHEJ,3,446465,43669,Brachybacterium faecium DSM 4810 chromosome,Actinobacteria,Actinobacteria-Micrococcales,3614992,3,72,Yes-NHEJ-all-same-prot
GCF_000329365.2_ASM32936v2,NA-Ku,NA-LigD,NZ_CP007529.1,NZ_CP007528.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,886715,28901,Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968 plasmid00,Proteobacteria,Proteobacteria-Gammaproteobacteria,4679662,7,52,No-LigD-domains
GCF_000019485.1_ASM1948v1,NA-Ku,NA-LigD,NC_010476.1@NC_010477.1@NC_010478.1@NC_010479.1@NC_010480.1@NC_010474.1,NC_010475.1,6,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,32049,32049,Synechococcus sp. PCC 7002 plasmid pAQ7,Cyanobacteria,Cyanobacteria-Synechococcales,3008047,2,50,No-LigD-domains
GCF_000085225.1_ASM8522v1,NA-Ku,NA-LigD,NA-plasmid,NC_013315.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,645462,1496,Clostridium difficile CD196 complete genome,Firmicutes,Firmicutes-Clostridia,4110554,10,29,No-LigD-domains
GCF_001887415.1_ASM188741v1,NA-Ku,"WP_000908473.1,lig:113-229",NA-plasmid,NZ_CP013312.1@NZ_CP013311.1,0,2,-,-,NA-Ku,-,WP_000908473.1,-,Lig-only,2,666,666,Vibrio cholerae strain E1320,Proteobacteria,Proteobacteria-Gammaproteobacteria,5269435,11,47,LigD-only-lig-no-pol
GCF_001441165.1_ASM144116v1,NA-Ku,"WP_028700360.1,pe:37-118;WP_015071623.1,pol:34-283",NA-plasmid,NZ_CP013126.1,0,1,-,-,NA-Ku,-,WP_028700360.1;WP_015071623.1,-,No-NHEJ,0,1748,1748,Propionibacterium acidipropionici strain CGMCC 1.2230,Actinobacteria,Actinobacteria-Propionibacteriales,3651382,4,69,No-LigD-domains
GCF_001698145.1_ASM169814v1,NA-Ku,NA-LigD,NZ_CP016599.1@NZ_CP016600.1@NZ_CP016601.1,NZ_CP016598.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1246,1246,Leuconostoc lactis strain WiKim40 plasmid pWK40-3,Firmicutes,Firmicutes-Bacilli,1737502,4,43,No-LigD-domains
GCF_000196175.1_ASM19617v1,WP_011164686.1:10-196,"WP_041583557.1,pe:4-161|lig:194-490|pol:496-727",NA-plasmid,NC_005363.1,0,1,-,WP_011164686.1,-,-,WP_041583557.1,-,Yes-NHEJ,3,264462,959,Bdellovibrio bacteriovorus complete genome,Proteobacteria,Proteobacteria-Oligoflexia,3782950,2,51,Yes-NHEJ-all-same-prot
GCF_000016745.1_ASM1674v1,WP_011940271.1:11-180;WP_011940272.1:12-188,"WP_011940269.1,pe:4-163|lig:229-523;WP_011940270.1,pol:15-257",NA-plasmid,NC_009483.1,0,1,-,WP_011940271.1;WP_011940272.1,-,-,WP_011940269.1;WP_011940270.1,-,Yes-NHEJ,3,351605,351604,Geobacter uraniireducens Rf4,Proteobacteria,Proteobacteria-Deltaproteobacteria,5136364,2,54,Yes-NHEJ-all-diff-prot
GCF_000191485.1_ASM19148v1,NA-Ku,NA-LigD,NA-plasmid,NC_017517.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,935588,487,Neisseria meningitidis M01-240355,Proteobacteria,Proteobacteria-Betaproteobacteria,2287777,4,51,No-LigD-domains
GCF_000763535.1_ASM76353v2,NA-Ku,"WP_038511244.1,lig:115-232",NZ_CP009266.1,NZ_CP009264.1@NZ_CP009265.1,1,2,-,-,NA-Ku,-,WP_038511244.1,-,Lig-only,2,190893,190893,Vibrio coralliilyticus strain OCN014 plasmid pOCN014,Proteobacteria,Proteobacteria-Gammaproteobacteria,8815128,6,46,LigD-only-lig-no-pol
GCF_000211855.2_ASM21185v3,NA-Ku,"WP_013871220.1,lig:221-516",NA-plasmid,NC_015638.1,0,1,-,-,NA-Ku,-,WP_013871220.1,-,Lig-only,2,983544,983544,Lacinutrix sp. 5H-3-7-4,Bacteroidetes,Bacteroidetes-Flavobacteriia,3296168,2,31,LigD-only-lig-no-pol
GCF_001007875.1_ASM100787v1,NA-Ku,NA-LigD,NZ_CP011413.1,NZ_CP011412.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1543721,1543721,Sedimenticola thiotaurini strain SIP-G1 plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,3928944,2,58,No-LigD-domains
GCF_000961155.1_ASM96115v1,WP_003489964.1:10-196,"WP_011051566.1,pe:5-157|lig:229-526|pol:586-824;WP_011050856.1,lig:227-473",NZ_CP008987.1@NZ_CP008988.1,NZ_CP008989.1,2,1,-,WP_003489964.1,-,-,WP_011050856.1;WP_011051566.1,-,Yes-NHEJ,3,611301,346,Xanthomonas citri subsp. citri strain UI7 plasmid pXAC64,Proteobacteria,Proteobacteria-Gammaproteobacteria,5123664,2,65,Yes-NHEJ-all-same-prot
GCF_000438585.1_ASM43858v1,NA-Ku,NA-LigD,NC_021828.1,NC_021838.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1639,1639,Listeria monocytogenes strain R2-502 plasmid,Firmicutes,Firmicutes-Bacilli,3034043,6,38,No-LigD-domains
GCF_000069925.1_ASM6992v1,NA-Ku,NA-LigD,NA-plasmid,NC_010544.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,59748,59748,Candidatus Phytoplasma australiense complete genome,Tenericutes,Tenericutes-Mollicutes,879959,2,27,No-LigD-domains
GCF_000166395.1_ASM16639v1,NA-Ku,NA-LigD,NA-plasmid,NC_014655.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,649349,316068,Leadbetterella byssophila DSM 17132,Bacteroidetes,Bacteroidetes-Cytophagia,4059653,3,40,No-LigD-domains
GCF_001702195.1_ASM170219v1,NA-Ku,NA-LigD,NZ_CP014925.1@NZ_CP014926.1@NZ_CP014927.1@NZ_CP014928.1@NZ_CP014929.1@NZ_CP014930.1@NZ_CP014931.1@NZ_CP014932.1,NZ_CP014924.1,8,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,240427,240427,Lactobacillus paracollinoides strain TMW 1.1995 plasmid pL11995-8,Firmicutes,Firmicutes-Bacilli,3437918,6,47,No-LigD-domains
GCF_001901165.1_ASM190116v1,NA-Ku,NA-LigD,NZ_CP010214.1@NZ_CP010215.1@NZ_CP010216.1@NZ_CP010217.1@NZ_CP010218.1,NZ_CP010213.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain M15 plasmid E,Proteobacteria,Proteobacteria-Gammaproteobacteria,5103562,7,51,No-LigD-domains
GCF_001890345.1_ASM189034v1,NA-Ku,NA-LigD,NZ_CP018251.1,NZ_CP018250.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain 10671 plasmid pO157,Proteobacteria,Proteobacteria-Gammaproteobacteria,5428751,7,51,No-LigD-domains
GCF_000967325.1_ASM96732v1,NA-Ku,NA-LigD,NC_020530.1,NC_020529.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1074919,1280,Staphylococcus aureus subsp. aureus ST228 plasmid pI1T1 complete sequence,Firmicutes,Firmicutes-Bacilli,2759510,5,33,No-LigD-domains
GCF_000015065.1_ASM1506v1,WP_000557751.1:10-193,NA-LigD,NC_008598.1,NC_008600.1,1,1,-,WP_000557751.1,-,-,-,NA-Lig,Ku-only,1,412694,1428,Bacillus thuringiensis str. Al Hakam,Firmicutes,Firmicutes-Bacilli,5257091,14,35,No-LigD-domains
GCF_000307105.1_ASM30710v1,NA-Ku,NA-LigD,NA-plasmid,NC_018645.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,651182,28223,Desulfobacula toluolica Tol2 complete genome,Proteobacteria,Proteobacteria-Deltaproteobacteria,5197905,4,41,No-LigD-domains
GCF_000359505.1_ASM35950v1,WP_003100825.1:10-195,"WP_015502973.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NC_020912.1,0,1,-,WP_003100825.1,-,-,WP_015502973.1,-,Yes-NHEJ,3,1280938,287,Pseudomonas aeruginosa B136-33,Proteobacteria,Proteobacteria-Gammaproteobacteria,6421010,4,66,Yes-NHEJ-all-same-prot
GCF_001722025.1_ASM172202v1,WP_003109863.1:10-195,"WP_069376732.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NZ_CP012579.1,0,1,-,WP_003109863.1,-,-,WP_069376732.1,-,Yes-NHEJ,3,287,287,Pseudomonas aeruginosa strain PA_D5,Proteobacteria,Proteobacteria-Gammaproteobacteria,6681992,4,66,Yes-NHEJ-all-same-prot
GCF_001513675.1_ASM151367v1,WP_067201245.1:10-188,"WP_067197752.1,lig:24-329;WP_067197750.1,pol:20-263;WP_067197887.1,lig:204-463;WP_067201248.1,pe:303-456|lig:505-797|pol:16-265",NA-plasmid,NZ_CP013859.1,0,1,-,WP_067201245.1,-,-,WP_067197750.1;WP_067197752.1;WP_067197887.1;WP_067201248.1,-,Yes-NHEJ,3,367477,367477,Microbacterium sp. XT11,Actinobacteria,Actinobacteria-Micrococcales,3475315,2,69,Yes-NHEJ-all-same-prot
GCF_000277125.1_ASM27712v1,WP_014379266.1:9-192,"WP_014378901.1,pol:14-262;WP_014379267.1,pe:302-442|lig:468-756|pol:9-263;WP_009954963.1,lig:26-325;WP_014380786.1,lig:205-447;WP_014381379.1,pol:17-267;WP_036458124.1,lig:11-262;WP_009954961.1,pol:6-248",NA-plasmid,NC_016946.1,0,1,-,WP_014379266.1,-,-,WP_036458124.1;WP_014378901.1;WP_014379267.1;WP_009954963.1;WP_009954961.1;WP_014380786.1;WP_014381379.1,-,Yes-NHEJ,3,487521,1767,Mycobacterium intracellulare ATCC 13950,Actinobacteria,Actinobacteria-Corynebacteriales,5402402,1,68,Yes-NHEJ-all-same-prot
GCF_000243075.1_ASM24307v1,NA-Ku,NA-LigD,NC_016746.1@NC_016747.1,NC_016745.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,511062,511062,Oceanimonas sp. GK1 plasmid pOCEGK02,Proteobacteria,Proteobacteria-Gammaproteobacteria,3514537,7,61,No-LigD-domains
GCF_000219915.2_ASM21991v3,WP_050981740.1:10-196,"WP_014751758.1,pe:5-155|lig:251-548|pol:564-806",NC_017965.1,NC_017964.1,1,1,-,WP_050981740.1,-,-,WP_014751758.1,-,Yes-NHEJ,3,1036672,310575,Advenella kashmirensis WT001 plasmid pWTk445,Proteobacteria,Proteobacteria-Betaproteobacteria,4365995,2,55,Yes-NHEJ-all-same-prot
GCF_000342265.1_ASM34226v1,NA-Ku,NA-LigD,NA-plasmid,NC_020417.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,543913,543913,Beta proteobacterium CB,Proteobacteria,Proteobacteria-Betaproteobacteria,2045720,1,46,No-LigD-domains
GCF_000766665.1_ASM76666v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007669.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,480,480,Moraxella catarrhalis strain 25239,Proteobacteria,Proteobacteria-Gammaproteobacteria,1887974,4,42,No-LigD-domains
GCF_001664205.1_ASM166420v1,WP_004672104.1:12-178;WP_004672103.1:13-178;WP_064826930.1:19-195;WP_064826928.1:13-186,"WP_064829315.1,lig:45-338;WP_064827171.1,lig:222-473;WP_064829316.1,pe:8-165|lig:251-546|pol:585-828;WP_064826929.1,pe:5-157|lig:235-535|pol:551-795;WP_064829723.1,lig:46-340;WP_064829295.1,pol:11-251",NZ_CP013538.1@NZ_CP013539.1@NZ_CP013540.1@NZ_CP013541.1,NZ_CP013537.1,4,1,WP_004672104.1;WP_004672103.1,WP_064826928.1;WP_064826930.1,-,WP_064829295.1;WP_064829315.1;WP_064829316.1;WP_064829723.1,WP_064826929.1;WP_064827171.1,-,Yes-NHEJ,3,396,396,Rhizobium phaseoli strain R630 plasmid pRphaR630d,Proteobacteria,Proteobacteria-Alphaproteobacteria,4398888,3,62,Yes-NHEJ-all-same-prot
GCF_000012045.1_ASM1204v1,NA-Ku,NA-LigD,NC_006629.2,NC_002951.2,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,93062,1280,Staphylococcus aureus subsp. aureus COL plasmid pT181,Firmicutes,Firmicutes-Bacilli,2809422,6,33,No-LigD-domains
GCF_000240185.1_ASM24018v2,NA-Ku,"YP_005220848.1,lig:152-376",NC_016838.1@NC_016846.1@NC_016839.1@NC_016840.1@NC_016847.1@NC_016841.1,NC_016845.1,6,1,-,-,NA-Ku,YP_005220848.1,-,-,Lig-only,2,1125630,573,Klebsiella pneumoniae subsp. pneumoniae HS11286 plasmid pKPHS6,Proteobacteria,Proteobacteria-Gammaproteobacteria,5333942,8,57,LigD-only-lig-no-pol
GCF_000144645.1_ASM14464v1,WP_013275085.1:9-190,"WP_013275086.1,lig:24-302;WP_013275087.1,pol:13-258",NA-plasmid,NC_014377.1,0,1,-,WP_013275085.1,-,-,WP_013275086.1;WP_013275087.1,-,Yes-NHEJ,3,555079,291990,Thermosediminibacter oceani DSM 16646,Firmicutes,Firmicutes-Clostridia,2280035,3,47,Yes-NHEJ-lig-pol-diff-prot
GCF_000183225.1_ASM18322v1,NA-Ku,NA-LigD,NA-plasmid,NC_017255.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,713603,9,Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),Proteobacteria,Proteobacteria-Gammaproteobacteria,641799,1,26,No-LigD-domains
GCF_001017435.1_ASM101743v1,WP_047195341.1:10-196,"WP_047197481.1,lig:235-409;WP_047195342.1,pe:9-165|lig:219-521|pol:576-819",NA-plasmid,NZ_CP011371.1,0,1,-,WP_047195341.1,-,-,WP_047197481.1;WP_047195342.1,-,Yes-NHEJ,3,413882,413882,[Polyangium] brachysporum strain DSM 7029,Proteobacteria,Proteobacteria-Betaproteobacteria,6476147,3,68,Yes-NHEJ-all-same-prot
GCF_000583835.1_ASM58383v1,WP_004541930.1:10-196,"WP_020850326.1,pe:65-207|lig:643-727|pol:871-1113",NA-plasmid,NZ_CP004368.1@NZ_CP004369.1,0,2,-,WP_004541930.1,-,-,WP_020850326.1,-,Yes-NHEJ,3,1249659,28450,Burkholderia pseudomallei MSHR520 chromosome 2,Proteobacteria,Proteobacteria-Betaproteobacteria,11510012,4,68,Yes-NHEJ-all-same-prot
GCF_000195835.1_ASM19583v1,NP_854619.1:9-192,"NP_854620.1,pe:299-435|lig:471-756|pol:9-255;NP_857395.1,pol:15-263;NP_856734.1,lig:203-445;NP_853940.1,pol:18-264;NP_857396.1,lig:11-264",NA-plasmid,NC_002945.3,0,1,-,NP_854619.1,-,-,NP_853940.1;NP_854620.1;NP_856734.1;NP_857395.1;NP_857396.1,-,Yes-NHEJ,3,233413,1765,Mycobacterium bovis AF2122/97 chromosome,Actinobacteria,Actinobacteria-Corynebacteriales,4345492,1,66,Yes-NHEJ-all-same-prot
GCF_001735705.1_ASM173570v1,NA-Ku,NA-LigD,NZ_CP016405.1,NZ_CP016404.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain 210221272 plasmid pSLy21,Proteobacteria,Proteobacteria-Gammaproteobacteria,4668621,7,51,No-LigD-domains
GCF_001597285.1_ASM159728v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014784.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,43263,43263,Pseudomonas alcaligenes strain NEB 585,Proteobacteria,Proteobacteria-Gammaproteobacteria,4406305,3,65,No-LigD-domains
GCF_000259155.3_ASM25915v3,NA-Ku,NA-LigD,NA-plasmid,NC_017730.3,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1087451,1719,Corynebacterium pseudotuberculosis 31,Actinobacteria,Actinobacteria-Corynebacteriales,2402956,4,52,No-LigD-domains
GCF_000318825.1_ASM31882v1,NA-Ku,NA-LigD,NA-plasmid,NC_020937.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1071769,813,Chlamydia trachomatis L1/440/LN complete genome,Chlamydiae,Chlamydiae-Chlamydiales,1039261,2,41,No-LigD-domains
GCF_001281365.1_ASM128136v1,WP_060707985.1:10-195,"WP_060707984.1,pe:7-165|lig:240-539|pol:578-819;WP_054082119.1,lig:343-503",NZ_CP005971.1,NZ_CP005970.1,1,1,-,WP_060707985.1,-,-,WP_060707984.1;WP_054082119.1,-,Yes-NHEJ,3,1332075,317,Pseudomonas syringae UMAF0158 plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,5787986,5,59,Yes-NHEJ-all-same-prot
GCF_000015125.1_ASM1512v1,NA-Ku,NA-LigD,NA-plasmid,NC_008639.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,290317,1096,Chlorobium phaeobacteroides DSM 266,Chlorobi,Chlorobi-Chlorobia,3133902,2,48,No-LigD-domains
GCF_001606255.1_ASM160625v1,WP_005116198.1:10-189,"WP_005063087.1,lig:11-259;WP_005071478.1,pol:9-252;WP_014850313.1,pe:314-462|lig:495-778|pol:26-275;WP_005063089.1,pol:15-264",NA-plasmid,NZ_CP014953.1,0,1,-,WP_005116198.1,-,-,WP_005063087.1;WP_005063089.1;WP_014850313.1;WP_005071478.1,-,Yes-NHEJ,3,36809,36809,Mycobacterium abscessus strain FLAC007,Actinobacteria,Actinobacteria-Corynebacteriales,5064478,1,64,Yes-NHEJ-all-same-prot
GCF_000083565.1_ASM8356v1,NA-Ku,NA-LigD,NA-plasmid,NC_013016.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,662598,487,Neisseria meningitidis alpha14 complete genome,Proteobacteria,Proteobacteria-Betaproteobacteria,2145295,4,52,No-LigD-domains
GCF_001027125.1_ASM102712v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007687.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1639,1639,Listeria monocytogenes strain L2625,Firmicutes,Firmicutes-Bacilli,2896586,6,38,No-LigD-domains
GCF_000316625.1_ASM31662v1,NA-Ku,NA-LigD,NA-plasmid,NC_019676.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,317936,317936,Nostoc sp. PCC 7107,Cyanobacteria,Cyanobacteria-Nostocales,6329823,4,40,No-LigD-domains
GCF_001042635.1_ASM104263v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP012331.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1150461,158787,Bifidobacterium scardovii JCM 12489 = DSM 13734 DNA,Actinobacteria,Actinobacteria-Bifidobacteriales,3158347,3,65,No-LigD-domains
GCF_001663835.1_ASM166383v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP016028.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,28038,28038,Lactobacillus curvatus strain FBA2,Firmicutes,Firmicutes-Bacilli,1848756,6,42,No-LigD-domains
GCF_001900695.1_ASM190069v1,NA-Ku,NA-LigD,NZ_CP010149.1,NZ_CP010148.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain D6 plasmid A,Proteobacteria,Proteobacteria-Gammaproteobacteria,4711358,7,51,No-LigD-domains
